[2024-11-08 22:18:22.191] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-08 22:18:22.650] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-08 22:18:22.651] [error] Unrecognized Content-Security-Policy directive 'prefetch-src'.
[2024-11-08 22:18:23.263] [info]  Initializing voice engine with audio subsystem: standard
[2024-11-08 22:20:37.446] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.446] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.446] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.447] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.447] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.447] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.447] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.447] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.447] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.447] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.447] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.447] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.448] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.448] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.448] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.448] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.448] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.448] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.448] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.449] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.449] [warn]  Window state not initialized window-1
[2024-11-08 22:20:37.449] [warn]  Window state not initialized window-1
